time;load_on_edge;load_on_cloud;load_on_mobile
100.0;0.0;0.0;0.0
200.0;0.0;0.0;0.0
300.0;462.5;0.0;0.0
400.0;0.0;0.0;0.0
500.0;462.5;925.0;0.0
600.0;762.5;925.0;0.0
700.0;925.0;925.0;0.0
800.0;462.5;0.0;0.0
900.0;0.0;1525.0;0.0
1000.0;462.5;1850.0;0.0
1100.0;925.0;0.0;0.0
1200.0;1850.0;925.0;0.0
1300.0;1687.5;1850.0;0.0
1400.0;1225.0;925.0;0.0
1500.0;2612.5;925.0;0.0
1600.0;925.0;0.0;0.0
1700.0;1850.0;0.0;0.0
1800.0;1225.0;0.0;0.0
1900.0;0.0;2775.0;0.0
2000.0;1525.0;3650.0;0.0
2100.0;1387.5;3975.0;0.0
2200.0;462.5;1850.0;0.0
2300.0;0.0;925.0;0.0
2400.0;925.0;925.0;0.0
2500.0;3537.5;0.0;0.0
2600.0;1225.0;925.0;0.0
2700.0;1987.5;0.0;0.0
2800.0;2912.5;0.0;0.0
2900.0;925.0;0.0;0.0
3000.0;0.0;0.0;0.0
3100.0;1850.0;0.0;0.0
3200.0;1850.0;3650.0;0.0
3300.0;1850.0;1850.0;0.0
3400.0;3075.0;2775.0;0.0
3500.0;925.0;4250.0;0.0
3600.0;2150.0;1850.0;0.0
3700.0;4275.0;0.0;0.0
3800.0;1850.0;2125.0;0.0
3900.0;2150.0;6650.0;0.0
4000.0;4575.0;1850.0;0.0
4100.0;1687.5;925.0;0.0
4200.0;2150.0;2725.0;0.0
4300.0;3675.0;3650.0;0.0
4400.0;3537.5;2775.0;0.0
4500.0;2912.5;3700.0;0.0
4600.0;5037.5;1850.0;0.0
4700.0;2912.5;2775.0;0.0
4800.0;925.0;3975.0;0.0
4900.0;1850.0;1525.0;0.0
5000.0;4575.0;925.0;0.0
5100.0;4737.5;2775.0;0.0
5200.0;3075.0;4900.0;0.0
5300.0;1387.5;7850.0;0.0
5400.0;3675.0;1850.0;0.0
5500.0;3675.0;7300.0;0.0
5600.0;0.0;7575.0;0.0
5700.0;2750.0;6975.0;0.0
5800.0;2150.0;6050.0;0.0
5900.0;4137.5;2725.0;0.0
6000.0;1525.0;6050.0;0.0
6100.0;3375.0;0.0;0.0
6200.0;2750.0;3050.0;0.0
6300.0;3975.0;2775.0;0.0
6400.0;4737.5;925.0;0.0
6500.0;3812.5;7250.0;0.0
6600.0;5175.0;10250.0;0.0
6700.0;1687.5;8175.0;0.0
6800.0;5800.0;13900.0;0.0
6900.0;4875.0;8175.0;0.0
7000.0;3512.5;9050.0;0.0
7100.0;5037.5;11775.0;0.0
7200.0;5037.5;7900.0;0.0
7300.0;3812.5;6650.0;0.0
7400.0;6375.0;7575.0;0.0
7500.0;7600.0;925.0;0.0
7600.0;9100.0;3375.0;0.0
7700.0;6100.0;9700.0;0.0
7800.0;4875.0;7250.0;0.0
7900.0;3512.5;15975.0;0.0
8000.0;5937.5;6325.0;0.0
8100.0;1687.5;15100.0;0.0
8200.0;6837.5;5500.0;0.0
8300.0;7737.5;5500.0;0.0
8400.0;5475.0;12050.0;0.0
8500.0;8337.5;7900.0;0.0
8600.0;8037.5;9100.0;0.0
8700.0;3650.0;13300.0;0.0
8800.0;3212.5;18700.0;0.0
8900.0;5775.0;11500.0;0.0
9000.0;1850.0;13575.0;0.0
9100.0;5937.5;13900.0;0.0
9200.0;3675.0;9050.0;0.0
9300.0;4737.5;12700.0;0.0
9400.0;3975.0;10250.0;0.0
9500.0;4275.0;11450.0;0.0
9600.0;5800.0;12100.0;0.0
9700.0;4275.0;16900.0;0.0
9800.0;7137.5;12650.0;0.0
9900.0;5937.5;11500.0;0.0
10000.0;8500.0;10900.0;0.0
10100.0;5937.5;16575.0;0.0
10200.0;7137.5;10300.0;0.0
10300.0;7737.5;10900.0;0.0
10400.0;8500.0;8500.0;0.0
10500.0;7000.0;11775.0;0.0
10600.0;4900.0;22900.0;0.0
10700.0;9700.0;3650.0;0.0
10800.0;8337.5;17500.0;0.0
10900.0;10300.0;14500.0;0.0
