time;load_on_edge;load_on_cloud;load_on_mobile
100.0;3.75;0.0;0.0
200.0;6.25;0.0;0.0
300.0;7.5;0.0;0.0
400.0;12.75;0.0;0.0
500.0;17.5;0.0;0.0
600.0;21.5;0.0;0.0
700.0;27.25;0.0;0.0
800.0;29.0;0.0;0.0
900.0;28.5;0.0;0.0
1000.0;35.25;0.0;0.0
1100.0;38.5;0.0;0.0
1200.0;46.75;0.0;0.0
1300.0;46.0;0.0;0.0
1400.0;47.5;0.0;0.0
1500.0;46.25;0.0;0.0
1600.0;44.0;0.0;0.0
1700.0;45.25;0.0;0.0
1800.0;49.75;0.0;0.0
1900.0;49.75;0.0;0.0
2000.0;49.5;0.0;0.0
2100.0;49.5;0.0;0.0
2200.0;53.5;0.0;0.0
2300.0;52.5;0.0;0.0
2400.0;58.5;0.0;0.0
2500.0;62.0;0.0;0.0
2600.0;62.0;0.0;0.0
2700.0;54.25;0.0;0.0
2800.0;52.5;0.0;0.0
2900.0;55.25;0.0;0.0
3000.0;62.75;0.0;0.0
3100.0;59.75;0.0;0.0
3200.0;62.75;0.0;0.0
3300.0;67.5;0.0;0.0
3400.0;69.5;0.0;0.0
3500.0;74.75;0.0;0.0
3600.0;75.25;0.0;0.0
3700.0;77.5;0.0;0.0
3800.0;77.25;0.0;0.0
3900.0;81.75;1.05;0.0
4000.0;72.0;1.0;0.0
4100.0;78.0;2.05;0.0
4200.0;80.0;1.75;0.0
4300.0;77.25;0.75;0.0
4400.0;74.5;0.75;0.0
4500.0;80.5;0.15;0.0
4600.0;81.75;1.1500000000000001;0.0
4700.0;79.5;0.2;0.0
4800.0;82.0;2.0;0.0
4900.0;81.5;1.35;0.0
5000.0;80.5;1.0;0.0
5100.0;79.5;1.35;0.0
5200.0;83.25;1.3499999999999999;0.0
5300.0;77.5;1.0;0.0
5400.0;81.75;1.45;0.0
5500.0;79.75;1.85;0.0
5600.0;79.0;0.25;0.0
5700.0;81.0;0.45;0.0
5800.0;74.75;0.3;0.0
5900.0;79.25;0.25;0.0
6000.0;79.75;1.15;0.0
6100.0;80.5;0.75;0.0
6200.0;81.5;1.35;0.0
6300.0;78.25;1.75;0.0
6400.0;81.0;3.1;0.0
6500.0;80.25;2.75;0.0
6600.0;79.25;1.7;0.0
6700.0;79.25;1.0;0.0
6800.0;82.25;1.75;0.0
6900.0;82.75;1.9999999999999998;0.0
7000.0;81.75;1.75;0.0
7100.0;76.25;0.75;0.0
7200.0;82.5;1.1;0.0
7300.0;84.75;0.65;0.0
7400.0;80.25;1.5;0.0
7500.0;81.25;0.4;0.0
7600.0;82.25;0.7000000000000001;0.0
7700.0;81.75;1.2;0.0
7800.0;77.75;0.75;0.0
7900.0;82.25;1.85;0.0
8000.0;82.25;2.4999999999999996;0.0
8100.0;84.5;4.35;0.0
8200.0;81.5;3.8499999999999996;0.0
8300.0;80.0;4.449999999999999;0.0
8400.0;83.25;3.9000000000000004;0.0
8500.0;80.25;2.55;0.0
8600.0;84.25;3.45;0.0
8700.0;83.0;4.4;0.0
8800.0;80.25;3.6;0.0
8900.0;82.5;3.6;0.0
9000.0;80.25;2.5;0.0
9100.0;82.5;2.05;0.0
9200.0;80.25;3.4499999999999997;0.0
9300.0;80.5;2.95;0.0
9400.0;81.5;1.6;0.0
9500.0;79.5;1.55;0.0
9600.0;85.5;2.5500000000000003;0.0
9700.0;84.5;2.7500000000000004;0.0
9800.0;80.75;1.4;0.0
9900.0;80.75;1.85;0.0
10000.0;76.75;0.75;0.0
10100.0;84.25;1.45;0.0
10200.0;84.5;1.5499999999999998;0.0
10300.0;85.75;3.1;0.0
10400.0;82.25;0.65;0.0
10500.0;86.0;2.0;0.0
10600.0;82.75;2.15;0.0
10700.0;79.75;1.7;0.0
10800.0;81.25;2.7;0.0
10900.0;79.5;1.0;0.0
