time;wlan;wan;man
100.0;0.0;0.034;0.0
200.0;0.123;0.215;0.0
300.0;0.082;0.658;0.0
400.0;0.123;1.685;0.0
500.0;0.246;0.0;0.0
600.0;0.246;0.005;0.0
700.0;0.205;0.045;0.0
800.0;0.246;0.042;0.0
900.0;0.205;1.505;0.0
1000.0;0.164;0.0;0.0
1100.0;0.41;4.047;0.0
1200.0;0.451;0.0;0.0
1300.0;0.328;0.064;0.0
1400.0;0.41;0.0;0.0
1500.0;0.533;0.0;0.0
1600.0;0.621;0.0;0.0
1700.0;0.328;0.023;0.0
1800.0;0.41;1.082;0.0
1900.0;0.246;0.0;0.0
2000.0;0.41;0.0;0.0
2100.0;0.451;0.0;0.0
2200.0;0.451;0.0;0.0
2300.0;0.533;0.0;0.0
2400.0;0.574;0.0;0.0
2500.0;0.574;0.0;0.0
2600.0;0.451;0.0;0.0
2700.0;0.574;0.0;0.0
2800.0;0.615;0.0;0.0
2900.0;0.656;0.0;0.0
3000.0;0.369;0.014;0.0
3100.0;0.656;0.0;0.0
3200.0;0.615;0.041;0.0
3300.0;0.656;1.096;0.0
3400.0;0.656;0.0;0.0
3500.0;0.861;0.0;0.0
3600.0;0.943;0.0;0.0
3700.0;0.861;0.0;0.0
3800.0;0.861;0.0;0.0
3900.0;0.984;0.0;0.0
4000.0;0.984;1.02;0.0
4100.0;0.861;0.0;0.0
4200.0;1.128;0.0;0.0
4300.0;2.119;0.0;0.0
4400.0;1.189;0.075;0.0
4500.0;1.476;0.011;0.0
4600.0;1.353;1.786;0.0
4700.0;1.271;0.039;0.0
4800.0;1.23;0.06;0.0
4900.0;1.312;0.0;0.0
5000.0;1.107;0.0;0.0
5100.0;1.189;0.0;0.0
5200.0;1.189;0.0;0.0
5300.0;1.558;0.0;0.0
5400.0;1.599;0.041;0.0
5500.0;1.681;3.635;0.0
5600.0;1.517;0.0;0.0
5700.0;1.517;0.0;0.0
5800.0;1.517;0.0;0.0
5900.0;1.681;0.0;0.0
6000.0;1.64;0.008;0.0
6100.0;1.421;0.0;0.0
6200.0;1.394;0.927;0.0
6300.0;1.353;0.0;0.0
6400.0;1.599;0.165;0.0
6500.0;1.64;0.0;0.0
6600.0;1.354;1.507;0.0
6700.0;5.344;0.0;0.0
6800.0;1.804;0.0;0.0
6900.0;1.394;0.011;0.0
7000.0;1.435;0.33;0.0
7100.0;1.517;0.0;0.0
7200.0;1.558;0.0;0.0
7300.0;1.564;0.0;0.0
7400.0;1.681;0.0;0.0
7500.0;1.558;0.065;0.0
7600.0;1.476;0.261;0.0
7700.0;1.599;0.0;0.0
7800.0;1.353;0.336;0.0
7900.0;1.435;2.456;0.0
8000.0;1.763;0.0;0.0
8100.0;1.476;2.31;0.0
8200.0;1.476;0.0;0.0
8300.0;1.403;0.0;0.0
8400.0;1.558;1.026;0.0
8500.0;1.517;0.0;0.0
8600.0;1.476;0.0;0.0
8700.0;1.681;0.029;0.0
8800.0;1.353;0.07;0.0
8900.0;1.517;0.458;0.0
9000.0;2.512;0.013;0.0
9100.0;1.635;0.0;0.0
9200.0;1.602;0.385;0.0
9300.0;1.64;0.33;0.0
9400.0;1.845;0.0;0.041
9500.0;2.823;0.007;0.041
9600.0;1.654;1.539;0.0
9700.0;2.964;0.0;0.0
9800.0;2.577;0.15;0.0
9900.0;1.927;0.0;0.0
10000.0;1.804;0.004;0.0
10100.0;1.722;0.003;0.0
10200.0;1.435;0.028;0.0
10300.0;1.722;0.0;0.0
10400.0;1.599;0.0;0.0
10500.0;1.681;0.0;0.0
10600.0;1.927;0.034;0.0
10700.0;1.64;0.0;0.0
10800.0;1.558;0.0;0.0
10900.0;1.271;0.0;0.0
